label,repo_id,full_name,description,language,topics,stars,forks,open_issues,contributor_count,size_kb,is_fork,is_archived,last_commit_days_ago,repo_age_days,has_readme,readme_size_bytes,has_docker,has_requirements,has_tests_folder,has_ci_cd,root_file_count,issues_per_fork,log_stars,text_summary,summary_char_len,summary_approx_tok,llm_label,llm_confidence,llm_reasoning
low_value,3250271,paulirish/dotfiles,"paul's fish, bash, git, etc config files. good stuff.",Shell,"dotfiles,fish,homebrew,yay",4342,1273,3,45,1770,False,False,56,5238,True,4306,False,True,False,True,40,0.0024,8.3763,"Repository: paulirish/dotfiles
Description: ""paul's fish, bash, git, etc config files. good stuff.""
Language: Shell | Topics: dotfiles,fish,homebrew,yay
Stars: 4,342 | Forks: 1,273 | Contributors: 45
Size: 1,770 KB | Repo age: 5238 days | Last commit: 56 days ago
README: present (4,306 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 40
Status: original",407,101,low_value,0.95,"This repository contains personal dotfiles (shell configs, git configs) which are not a software project with engineering structure. Despite having CI/CD and many stars, it lacks tests, has no test folder, and its purpose is personal configuration rather than building a product or system. For a recruiter, this provides no signal of software engineering ability beyond basic scripting."
low_value,441269,jashkenas/coffeescript,Unfancy JavaScript,CoffeeScript,,16579,1979,96,212,30595,False,False,796,6004,True,2776,False,True,True,True,22,0.0485,9.716,"Repository: jashkenas/coffeescript
Description: ""Unfancy JavaScript""
Language: CoffeeScript | Topics: nan
Stars: 16,579 | Forks: 1,979 | Contributors: 212
Size: 30,595 KB | Repo age: 6004 days | Last commit: 796 days ago
README: present (2,776 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 22
Status: original",369,92,senior,0.95,"This repository is a well-known, production-grade language transpiler with a large contributor base, comprehensive test suite, CI/CD, and clear documentation. The high star count, long history, and structured codebase indicate senior-level engineering maturity, though it is not a multi-module system at the scale of a lead architect."
intern,1184747471,circlegetsquare/fbb-rookie-draft-bracket,ESPN Fantasy Basketball Rookie Draft Bracket Tracker,Python,,0,0,0,2,420,False,False,0,71,True,1164,False,True,False,True,13,0.0,0.0,"Repository: circlegetsquare/fbb-rookie-draft-bracket
Description: ""ESPN Fantasy Basketball Rookie Draft Bracket Tracker""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 2
Size: 420 KB | Repo age: 71 days | Last commit: 0 days ago
README: present (1,164 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 13
Status: original",392,98,junior,0.85,"The repository has a basic folder structure, dependency management, and CI/CD configured, indicating some engineering maturity. However, it lacks tests, has a small codebase with only 13 root files, and no evidence of design patterns or advanced practices, placing it at a junior level."
template_boilerplate,311463909,laravel/sail,Docker files for running a basic Laravel application.,Shell,"docker,laravel",1902,523,16,166,692,False,False,0,2025,True,1932,False,False,False,True,16,0.0306,7.5512,"Repository: laravel/sail
Description: ""Docker files for running a basic Laravel application.""
Language: Shell | Topics: docker,laravel
Stars: 1,902 | Forks: 523 | Contributors: 166
Size: 692 KB | Repo age: 2025 days | Last commit: 0 days ago
README: present (1,932 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 16
Status: original",396,99,senior,0.85,"This repository is well-organized with a clear folder structure, CI/CD configured, and a large contributor community (166 contributors) indicating code review and collaboration. Despite lacking tests and dependency files, its production-ready Docker setup for Laravel, active maintenance, and high star count reflect senior-level engineering practices."
intern,1251450828,ADanna-PIECE/ALGOCODE,"Modular architecture for financial data processing and automated strategy execution. Focused on high-performance analysis, robust error handling, and scalable technical solutions.",Python,,0,0,0,1,262,False,False,0,0,True,2755,False,False,False,False,9,0.0,0.0,"Repository: ADanna-PIECE/ALGOCODE
Description: ""Modular architecture for financial data processing and automated strategy execution. Focused on high-performance analysis, robust error handling, and scalable technical solutions.""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 262 KB | Repo age: 0 days | Last commit: 0 days ago
README: present (2,755 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 9
Status: original",513,128,junior,0.85,"The repository has a modular folder structure and a detailed README, indicating some architectural thinking, but lacks tests, CI/CD, dependency management, and has only one contributor. This suggests a functional but not production-ready codebase, typical of a junior developer."
lead_architect,154739597,jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",Python,jax,35701,3595,2344,397,169892,False,False,0,2771,True,10758,False,True,True,True,35,0.652,10.483,"Repository: jax-ml/jax
Description: ""Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more""
Language: Python | Topics: jax
Stars: 35,701 | Forks: 3,595 | Contributors: 397
Size: 169,892 KB | Repo age: 2771 days | Last commit: 0 days ago
README: present (10,758 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 35
Status: original",436,109,lead_architect,0.98,"JAX is a large-scale, multi-module system with extensive test suites, advanced CI/CD, and a substantial contributor community (397 contributors). Its complex architecture for composable transformations and production-ready practices reflect systems-level thinking and organizational impact, typical of a lead architect."
junior,1222937394,wubjak/wallasapi,"The unified, OpenAI-compatible AI router. 12+ providers, 100+ models, automatic fallback. Built solo from a rented room in Peru. Star + donate to keep it alive.",Python,"ai,chatbot,claude,embeddings,fastapi,gemini,groq,llm,multi,multi-provider,multi-provider-ai-support,multi-provider-llm,multimodel,multiprovider,ollama,openai,python,routing,streaming",6,1,0,0,4816,False,False,0,30,True,21635,False,True,True,True,60,0.0,1.9459,"Repository: wubjak/wallasapi
Description: ""The unified, OpenAI-compatible AI router. 12+ providers, 100+ models, automatic fallback. Built solo from a rented room in Peru. Star + donate to keep it alive.""
Language: Python | Topics: ai,chatbot,claude,embeddings,fastapi,gemini,groq,llm,multi,multi-provider,multi-provider-ai-support,multi-provider-llm,multimodel,multiprovider,ollama,openai,python,routing,streaming
Stars: 6 | Forks: 1 | Contributors: 0
Size: 4,816 KB | Repo age: 30 days | Last commit: 0 days ago
README: present (21,635 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 60
Status: original",663,165,senior,0.85,"The repository demonstrates production-ready practices: well-organized codebase with 60 root files, comprehensive test suite, CI/CD pipeline, and dependency management. The description indicates a complex multi-provider AI router with streaming and fallback, reflecting senior-level architectural thinking. Despite being solo-built and relatively new, the engineering signals (tests, CI, documentation) clearly exceed junior level."
intern,1251033995,krad1985/KepanEditor,科判編輯器,JavaScript,,0,0,0,1,132,False,False,0,0,True,30,False,True,False,False,7,0.0,0.0,"Repository: krad1985/KepanEditor
Description: ""科判編輯器""
Language: JavaScript | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 132 KB | Repo age: 0 days | Last commit: 0 days ago
README: present (30 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 7
Status: original",328,82,intern,0.95,"The repository is a single-file script with no tests, no CI/CD, minimal documentation (30-byte README), and only one contributor. It lacks any architectural structure or production-ready practices, typical of a beginner's project."
senior,1191930807,wiltodelta/remove-ai-watermarks,"CLI and Python library to strip visible and invisible AI watermarks and provenance metadata (SynthID, C2PA, EXIF/XMP ""Made with AI"", Gemini sparkle) from AI-generated images",Python,"ai,ai-watermark,c2pa,cli,computer-vision,content-credentials,diffusion-models,exif,flux,gemini,generative-ai,image-processing,metadata,nano-banana,python,stable-diffusion,synthid,watermark-removal",2567,210,5,4,111350,False,False,0,63,True,29248,False,True,True,True,17,0.0238,7.8509,"Repository: wiltodelta/remove-ai-watermarks
Description: ""CLI and Python library to strip visible and invisible AI watermarks and provenance metadata (SynthID, C2PA, EXIF/XMP ""Made with AI"", Gemini sparkle) from AI-generated images""
Language: Python | Topics: ai,ai-watermark,c2pa,cli,computer-vision,content-credentials,diffusion-models,exif,flux,gemini,generative-ai,image-processing,metadata,nano-banana,python,stable-diffusion,synthid,watermark-removal
Stars: 2,567 | Forks: 210 | Contributors: 4
Size: 111,350 KB | Repo age: 63 days | Last commit: 0 days ago
README: present (29,248 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 17
Status: original",713,178,senior,0.95,"The repository is well-organized with a clear CLI and library structure, comprehensive tests, CI/CD, and dependency management. It addresses a real-world problem with production-ready practices, indicating senior-level engineering maturity despite its young age."
junior,976598346,Mojo96666/hack-crypto-wallets,A software tool created to circumvent security mechanisms and gain unauthorized access to encrypted cryptocurrency wallets. It employs sophisticated hacking methods and algorithms to exploit weaknesses in wallet encryption protocols.,Python,"bitcoin,bitcoin-api,blockchain-technology,ctf-challenges,cybersecurity,ethereum,injection,mining,mining-visualizer,pentesting,security,social-media-hacking,software-engineering,web3",8,2,0,1,587,False,False,0,390,True,36,False,False,False,False,7,0.0,2.1972,"Repository: Mojo96666/hack-crypto-wallets
Description: ""A software tool created to circumvent security mechanisms and gain unauthorized access to encrypted cryptocurrency wallets. It employs sophisticated hacking methods and algorithms to exploit weaknesses in wallet encryption protocols.""
Language: Python | Topics: bitcoin,bitcoin-api,blockchain-technology,ctf-challenges,cybersecurity,ethereum,injection,mining,mining-visualizer,pentesting,security,social-media-hacking,software-engineering,web3
Stars: 8 | Forks: 2 | Contributors: 1
Size: 587 KB | Repo age: 390 days | Last commit: 0 days ago
README: present (36 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 7
Status: original",752,188,low_value,0.95,"The repository is a hacking tool with no tests, no CI/CD, no dependency management, and minimal documentation (36-byte README). Despite recent activity, it lacks any engineering maturity signals and its purpose is unethical, making it irrelevant for professional hiring."
junior,1031129114,V2RayRoot/V2Root-ConfigPilot,"Automated optimizer for VLESS, VMess, Shadowsocks & Trojan — publishes Iran-tested top 10 every 2 h.",Python,"automa,github-actions,shadowsocks,trojan,v2ray,vless,vmess,vpn",22,2,0,2,3994,False,False,0,297,True,1645,False,True,False,True,12,0.0,3.1355,"Repository: V2RayRoot/V2Root-ConfigPilot
Description: ""Automated optimizer for VLESS, VMess, Shadowsocks & Trojan — publishes Iran-tested top 10 every 2 h.""
Language: Python | Topics: automa,github-actions,shadowsocks,trojan,v2ray,vless,vmess,vpn
Stars: 22 | Forks: 2 | Contributors: 2
Size: 3,994 KB | Repo age: 297 days | Last commit: 0 days ago
README: present (1,645 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 12
Status: original",491,122,senior,0.85,"The repository has a well-organized structure with CI/CD, dependency management, and a clear purpose (automated optimizer for VPN protocols). It lacks tests, which prevents a higher rating, but the presence of automation, regular updates, and production-ready practices (e.g., GitHub Actions) indicate senior-level engineering maturity."
junior,695604375,openscilab/dmeta,Remove Metadata from Microsoft Office Files,Python,"anonymization,docx,metadata,metadata-editor,microsoft-excel,microsoft-office,microsoft-powerpoint,microsoft-word,pptx,xlsx",40,3,3,5,937,False,False,0,977,True,8357,False,True,True,True,20,1.0,3.7136,"Repository: openscilab/dmeta
Description: ""Remove Metadata from Microsoft Office Files""
Language: Python | Topics: anonymization,docx,metadata,metadata-editor,microsoft-excel,microsoft-office,microsoft-powerpoint,microsoft-word,pptx,xlsx
Stars: 40 | Forks: 3 | Contributors: 5
Size: 937 KB | Repo age: 977 days | Last commit: 0 days ago
README: present (8,357 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 20
Status: original",485,121,senior,0.85,"The repository has a well-organized structure with tests, CI/CD, and dependency management, indicating production-ready practices. It is actively maintained with recent commits and a clear purpose, suitable for a senior engineer role."
senior,970157421,Scottcjn/Rustchain,"DePIN for Vintage Hardware — Proof-of-Antiquity blockchain where old machines outmine new ones. AI-powered hardware fingerprinting, 15+ CPU architectures, Solana bridge (wRTC). $0 VC.",Python,"agent-economy,ai,ai-agents,blockchain,cryptocurrency,decentralized,depin,e-waste,green-computing,hardware-fingerprinting,machine-to-machine,micropayments,mining,open-source,powerpc,proof-of-antiquity,python,solana,sovereign-inference,vintage-hardware",354,404,752,219,32635,False,False,0,401,True,7364,True,True,True,True,269,1.8614,5.8721,"Repository: Scottcjn/Rustchain
Description: ""DePIN for Vintage Hardware — Proof-of-Antiquity blockchain where old machines outmine new ones. AI-powered hardware fingerprinting, 15+ CPU architectures, Solana bridge (wRTC). $0 VC.""
Language: Python | Topics: agent-economy,ai,ai-agents,blockchain,cryptocurrency,decentralized,depin,e-waste,green-computing,hardware-fingerprinting,machine-to-machine,micropayments,mining,open-source,powerpc,proof-of-antiquity,python,solana,sovereign-inference,vintage-hardware
Stars: 354 | Forks: 404 | Contributors: 219
Size: 32,635 KB | Repo age: 401 days | Last commit: 0 days ago
README: present (7,364 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 269
Status: original",776,194,lead_architect,0.95,"This repository demonstrates large-scale, multi-module architecture with 269 root files, extensive test suites, CI/CD, Docker, and dependency management. With 354 stars, 404 forks, and 219 contributors, it reflects significant community engagement and organizational impact, typical of a lead architect-level project."
junior,800145834,Lab-CORO/curobo_ros,wrapper of curobo for ros,Python,,35,1,1,5,1826,False,False,0,744,True,2885,False,True,True,True,27,1.0,3.5835,"Repository: Lab-CORO/curobo_ros
Description: ""wrapper of curobo for ros""
Language: Python | Topics: nan
Stars: 35 | Forks: 1 | Contributors: 5
Size: 1,826 KB | Repo age: 744 days | Last commit: 0 days ago
README: present (2,885 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 27
Status: original",353,88,senior,0.85,"The repository has a well-organized structure with tests, CI/CD, and dependency management, indicating production-ready practices. It wraps a complex library (cuRobo) for ROS, showing clear module boundaries and integration skills. The active development and multiple contributors suggest a mature, collaborative project suitable for a senior engineer."
junior,728766227,firstof9/py-gasbuddy,Python library for GasBuddy,Python,"home-assistant,home-automation,python3",12,4,2,4,569,False,False,0,902,True,9417,False,True,True,True,18,0.5,2.5649,"Repository: firstof9/py-gasbuddy
Description: ""Python library for GasBuddy""
Language: Python | Topics: home-assistant,home-automation,python3
Stars: 12 | Forks: 4 | Contributors: 4
Size: 569 KB | Repo age: 902 days | Last commit: 0 days ago
README: present (9,417 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 18
Status: original",389,97,senior,0.85,"The repository has a well-organized structure with tests, CI/CD, dependency management, and clear documentation, indicating production-ready practices. It is actively maintained and used in home automation, reflecting solid engineering maturity. The presence of multiple contributors and a focused scope further supports a senior-level classification."
lead_architect,62117812,apache/pulsar,Apache Pulsar - distributed pub-sub messaging system,Java,"event-streaming,messaging,pubsub,pulsar,queuing,streaming",15259,3735,1655,362,268786,False,False,0,3620,True,14604,False,False,True,True,85,0.4431,9.633,"Repository: apache/pulsar
Description: ""Apache Pulsar - distributed pub-sub messaging system""
Language: Java | Topics: event-streaming,messaging,pubsub,pulsar,queuing,streaming
Stars: 15,259 | Forks: 3,735 | Contributors: 362
Size: 268,786 KB | Repo age: 3620 days | Last commit: 0 days ago
README: present (14,604 bytes)
Tests: test folder present
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 85
Status: original",451,112,lead_architect,0.95,"Apache Pulsar is a large-scale, multi-module distributed messaging system with 15k+ stars, 362 contributors, extensive test suites, CI/CD, and a complex architecture reflecting systems-level thinking. This demonstrates lead architect-level engineering maturity and organizational impact, highly relevant for senior hiring decisions."
lead_architect,102973646,fastai/fastai,The fastai deep learning library,Jupyter Notebook,"colab,deep-learning,fastai,gpu,machine-learning,notebooks,python,pytorch",28014,7664,266,241,905958,False,False,7,3182,True,6503,False,True,False,True,19,0.0347,10.2405,"Repository: fastai/fastai
Description: ""The fastai deep learning library""
Language: Jupyter Notebook | Topics: colab,deep-learning,fastai,gpu,machine-learning,notebooks,python,pytorch
Stars: 28,014 | Forks: 7,664 | Contributors: 241
Size: 905,958 KB | Repo age: 3182 days | Last commit: 7 days ago
README: present (6,503 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 19
Status: original",441,110,senior,0.95,"The repository is a well-known deep learning library with a large contributor community, extensive documentation, CI/CD, and dependency management. Despite the absence of a test folder, the project's maturity, production readiness, and widespread adoption indicate senior-level engineering practices."
intern,1249383685,Trustcorporation88/crm-2026,crm digital,Python,,0,0,0,1,176,False,False,0,2,True,433,True,False,True,True,57,0.0,0.0,"Repository: Trustcorporation88/crm-2026
Description: ""crm digital""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 176 KB | Repo age: 2 days | Last commit: 0 days ago
README: present (433 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: no dependency file
Root file count: 57
Status: original",363,90,junior,0.75,"The repository has a basic folder structure, a test folder, and CI/CD configured, indicating some engineering practices. However, it lacks a dependency file, has a high root file count suggesting poor organization, and is very new with no stars or forks, typical of a junior developer's early project."
junior,238030883,conda-forge/admin-requests,,Python,,37,493,60,412,4655,False,False,0,2305,True,8414,False,True,False,True,12,0.1217,3.6376,"Repository: conda-forge/admin-requests
Description: ""nan""
Language: Python | Topics: nan
Stars: 37 | Forks: 493 | Contributors: 412
Size: 4,655 KB | Repo age: 2305 days | Last commit: 0 days ago
README: present (8,414 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 12
Status: original",338,84,low_value,0.95,"This repository is a meta-repo for managing administrative requests within the conda-forge community, not a software project with engineering content. It has no tests, no meaningful code, and its primary purpose is issue tracking and process management, which provides no signal of software engineering ability for a recruiter."
intern,1236796176,nazmiefearmutcu/awareness,"Local-first public-text ingestion engine — backfill from Common Crawl & HF FineWeb, live tail RSS / sitemaps / GDELT into Apache Iceberg, queryable from DuckDB.",Python,"common-crawl,data-engineering,data-pipeline,duckdb,fineweb,gdelt,iceberg,osint,python,web-scraping",0,0,0,1,410,False,False,0,15,True,11316,False,True,True,False,12,0.0,0.0,"Repository: nazmiefearmutcu/awareness
Description: ""Local-first public-text ingestion engine — backfill from Common Crawl & HF FineWeb, live tail RSS / sitemaps / GDELT into Apache Iceberg, queryable from DuckDB.""
Language: Python | Topics: common-crawl,data-engineering,data-pipeline,duckdb,fineweb,gdelt,iceberg,osint,python,web-scraping
Stars: 0 | Forks: 0 | Contributors: 1
Size: 410 KB | Repo age: 15 days | Last commit: 0 days ago
README: present (11,316 bytes)
Tests: test folder present
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 12
Status: original",590,147,senior,0.85,"The repository demonstrates strong engineering practices: a well-organized structure with clear module boundaries, comprehensive tests, dependency management, and a detailed README describing a complex data pipeline. Despite being a solo project with no CI/CD, the architecture (local-first, multi-source ingestion into Iceberg) and production-ready considerations indicate senior-level maturity."
intern,1248112775,brianikedinachi-pixel/Astral,"A project designed to help people suffering emotional problems, addiction issues and still for normal day problems.",Python,,0,0,0,1,183,False,False,0,3,True,125,False,True,False,False,5,0.0,0.0,"Repository: brianikedinachi-pixel/Astral
Description: ""A project designed to help people suffering emotional problems, addiction issues and still for normal day problems.""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 183 KB | Repo age: 3 days | Last commit: 0 days ago
README: present (125 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 5
Status: original",443,110,junior,0.85,"The repository has a basic folder structure and manages dependencies, but lacks tests, CI/CD, and has minimal documentation (125 bytes README). The project is very new (3 days) with a single contributor, indicating early-stage development with room for improvement in testing and automation."
senior,776513710,allenai/OLMo-core,PyTorch building blocks for the OLMo ecosystem,Python,,1239,245,84,30,57737,False,False,0,795,True,9139,False,True,False,True,14,0.3429,7.1229,"Repository: allenai/OLMo-core
Description: ""PyTorch building blocks for the OLMo ecosystem""
Language: Python | Topics: nan
Stars: 1,239 | Forks: 245 | Contributors: 30
Size: 57,737 KB | Repo age: 795 days | Last commit: 0 days ago
README: present (9,139 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 14
Status: original",374,93,senior,0.85,"The repository is well-organized with a clear structure, CI/CD configured, dependency management, and a substantial number of stars and contributors, indicating production-ready practices. However, the absence of a dedicated test folder and Docker configuration slightly lowers the confidence from a perfect senior score. It reflects strong engineering maturity suitable for a senior role."
intern,1247839119,FuegoDev369/fuego-sys,Portfolio Infrastructure,Python,,0,0,0,1,143,False,False,0,4,True,25939,False,True,False,True,13,0.0,0.0,"Repository: FuegoDev369/fuego-sys
Description: ""Portfolio Infrastructure""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 143 KB | Repo age: 4 days | Last commit: 0 days ago
README: present (25,939 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: managed
Root file count: 13
Status: original",345,86,senior,0.85,"The repository has a well-organized structure with 13 root files, CI/CD configured, and dependency management, indicating production-ready practices. Despite being only 4 days old with no tests, the presence of a substantial README and clear infrastructure focus suggests senior-level engineering maturity. The lack of tests and small size prevent a higher confidence, but the overall signals align with a senior developer's portfolio."
intern,1226719303,Huseyn005/holbertonschool-machine_learning,,Python,,0,0,0,1,78,False,False,0,26,False,0,False,False,False,False,2,0.0,0.0,"Repository: Huseyn005/holbertonschool-machine_learning
Description: ""nan""
Language: Python | Topics: nan
Stars: 0 | Forks: 0 | Contributors: 1
Size: 78 KB | Repo age: 26 days | Last commit: 0 days ago
README: missing
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: no dependency file
Root file count: 2
Status: original",344,86,intern,0.95,"The repository has only 2 root files, no tests, no CI/CD, no documentation, and no dependency management, indicating a very early-stage or hobby project. The lack of structure and engineering practices suggests the author is at an intern level."
template_boilerplate,4047286,navdeep-G/samplemod,,Python,python,4889,1440,16,9,18,False,False,892,5154,True,339,False,True,True,False,10,0.0111,8.4949,"Repository: navdeep-G/samplemod
Description: ""nan""
Language: Python | Topics: python
Stars: 4,889 | Forks: 1,440 | Contributors: 9
Size: 18 KB | Repo age: 5154 days | Last commit: 892 days ago
README: present (339 bytes)
Tests: test folder present
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 10
Status: original",343,85,template_boilerplate,0.95,"The repository is a minimal Python package template (samplemod) with a basic structure, test folder, and dependency management, but no CI/CD, Docker, or recent activity. Its high star/fork count relative to its small size and lack of production features strongly indicate it is used as a boilerplate for scaffolding new Python projects, making it a template rather than a production application."
low_value,618605087,caarlos0/dotfiles,🏠 $HOME/.config,Shell,"dotfiles,fish,home-manager,linux,macos,neovim,nix,nix-darwin,nixos,tmux",211,11,1,2,1682,False,False,0,1160,True,672,True,False,False,False,30,0.0909,5.3566,"Repository: caarlos0/dotfiles
Description: ""🏠 $HOME/.config""
Language: Shell | Topics: dotfiles,fish,home-manager,linux,macos,neovim,nix,nix-darwin,nixos,tmux
Stars: 211 | Forks: 11 | Contributors: 2
Size: 1,682 KB | Repo age: 1160 days | Last commit: 0 days ago
README: present (672 bytes)
Tests: no test folder
CI/CD: not configured
Docker: Dockerfile present
Dependencies: no dependency file
Root file count: 30
Status: original",431,107,low_value,0.95,"This repository is a personal dotfiles collection with no tests, no CI/CD, and minimal documentation. While it may be useful to the owner, it provides no engineering signal for a recruiter evaluating software development skills."
lead_architect,100982449,argoproj/argo-workflows,Workflow Engine for Kubernetes,Go,"airflow,argo,argo-workflows,batch-processing,cloud-native,cncf,dag,data-engineering,gitops,hacktoberfest,k8s,knative,kubernetes,machine-learning,mlops,pipelines,workflow,workflow-engine",16708,3549,1454,424,177128,False,False,1,3201,True,9801,True,True,True,True,58,0.4097,9.7237,"Repository: argoproj/argo-workflows
Description: ""Workflow Engine for Kubernetes""
Language: Go | Topics: airflow,argo,argo-workflows,batch-processing,cloud-native,cncf,dag,data-engineering,gitops,hacktoberfest,k8s,knative,kubernetes,machine-learning,mlops,pipelines,workflow,workflow-engine
Stars: 16,708 | Forks: 3,549 | Contributors: 424
Size: 177,128 KB | Repo age: 3201 days | Last commit: 1 days ago
README: present (9,801 bytes)
Tests: test folder present
CI/CD: configured
Docker: Dockerfile present
Dependencies: managed
Root file count: 58
Status: original",565,141,lead_architect,0.95,"This is a large-scale, multi-module system (177 MB, 58 root files) with extensive tests, CI/CD, Docker support, and 424 contributors, indicating advanced architecture and organizational impact. It is a CNCF project with production-ready practices, complex dependency management, and a long history (3201 days), reflecting lead architect-level engineering maturity."
junior,984157265,shashank2122/Local-Voice,"A real-time, offline voice assistant for Linux and Raspberry Pi. Uses local LLMs (via Ollama), speech-to-text (Vosk), and text-to-speech (Piper) for fast, wake-free voice interaction. No cloud. No APIs. Just Python, a mic, and your voice.",Python,"android,chatbot,deep-learning,echo,esp-idf,home-assistant,large-language-models,ollama,privacy,python,stt,voice,walkie-talkie,whisper",38,7,0,2,588,False,False,0,377,True,4357,False,True,False,False,6,0.0,3.6636,"Repository: shashank2122/Local-Voice
Description: ""A real-time, offline voice assistant for Linux and Raspberry Pi. Uses local LLMs (via Ollama), speech-to-text (Vosk), and text-to-speech (Piper) for fast, wake-free voice interaction. No cloud. No APIs. Just Python, a mic, and your voice.""
Language: Python | Topics: android,chatbot,deep-learning,echo,esp-idf,home-assistant,large-language-models,ollama,privacy,python,stt,voice,walkie-talkie,whisper
Stars: 38 | Forks: 7 | Contributors: 2
Size: 588 KB | Repo age: 377 days | Last commit: 0 days ago
README: present (4,357 bytes)
Tests: no test folder
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 6
Status: original",697,174,senior,0.85,"The repository demonstrates a well-organized, production-ready codebase with clear module boundaries, dependency management, and a comprehensive README. Despite lacking tests and CI/CD, the project's architecture (local LLM, STT, TTS integration) and active maintenance indicate senior-level engineering maturity. For a recruiter, this signals strong practical skills in building real-world, offline AI systems."
lead_architect,50904245,apache/beam,Apache Beam is a unified programming model for Batch and Streaming data processing.,Java,"batch,beam,big-data,golang,java,python,sql,streaming",8595,4561,4123,303,1015482,False,False,0,3767,True,9572,False,False,False,True,45,0.904,9.0591,"Repository: apache/beam
Description: ""Apache Beam is a unified programming model for Batch and Streaming data processing.""
Language: Java | Topics: batch,beam,big-data,golang,java,python,sql,streaming
Stars: 8,595 | Forks: 4,561 | Contributors: 303
Size: 1,015,482 KB | Repo age: 3767 days | Last commit: 0 days ago
README: present (9,572 bytes)
Tests: no test folder
CI/CD: configured
Docker: absent
Dependencies: no dependency file
Root file count: 45
Status: original",470,117,lead_architect,0.95,"Apache Beam is a large-scale, multi-module system with 303 contributors, 8.5K stars, and extensive CI/CD, reflecting advanced engineering practices and organizational impact. Despite the absence of a test folder in the root, the repository's size, age, and community indicate comprehensive testing elsewhere. This is a top-tier open-source project suitable for a lead architect role."
senior,24681398,openstack/kolla,Kolla provides production-ready containers and deployment tools for operating OpenStack clouds. Mirror of code maintained at opendev.org.,Python,,1223,565,0,305,18472,False,False,0,4256,True,7807,False,True,True,False,29,0.0,7.1099,"Repository: openstack/kolla
Description: ""Kolla provides production-ready containers and deployment tools for operating OpenStack clouds. Mirror of code maintained at opendev.org.""
Language: Python | Topics: nan
Stars: 1,223 | Forks: 565 | Contributors: 305
Size: 18,472 KB | Repo age: 4256 days | Last commit: 0 days ago
README: present (7,807 bytes)
Tests: test folder present
CI/CD: not configured
Docker: absent
Dependencies: managed
Root file count: 29
Status: original",474,118,lead_architect,0.95,"This is a large-scale, multi-module system (18MB, 305 contributors) with extensive tests, dependency management, and a long history (4256 days). It provides production-ready containers for OpenStack, reflecting systems-level thinking and organizational impact. The high contributor count and active maintenance (last commit 0 days ago) indicate a mature, architecturally significant project."
